rep,benefit_low,benefit_high,benefit_attenuation,standardized_rank_low,standardized_rank_high,standardized_rank_attenuation,raw_rank_low,raw_rank_high,raw_rank_attenuation,benefit_slope_vs_coverage,standardized_rank_slope_vs_coverage
300,0.009058988839387883,0.01237359456717968,-0.0033146057277917973,1.3668799066668464,0.12226783948062092,1.2446120671862255,0.07280289231938841,0.22663234465477888,-0.15382945233539047,-0.009614964029410969,-1.783988601101517
301,0.022471910156309588,0.006390448473393928,0.01608146168291566,-0.34429080011329205,-0.2319900857076922,-0.11230071440559986,0.42990702326976304,0.08152116394060993,0.3483858593291531,-0.02467936497272509,0.5460486606586871
302,0.03582865409553049,0.0022471899166703335,0.033581464178860154,-0.23543902656429427,-0.5521815383687496,0.31674251180445534,0.03140904547097634,-0.2416827653817375,0.27309181085271383,-0.04483009447775232,-0.04624628149880971
303,0.01122190970927478,0.008539324626326561,0.002682585082948219,0.10020294667641139,0.09740082540095152,0.002802121275459868,0.684238679795901,0.08568673507340918,0.5985519447224918,-0.012926829897049012,0.10385597716803158
304,0.03966292319819334,0.008117978833615813,0.031544944364577526,-0.5066477150672934,0.004198760933086021,-0.5108464760003795,-0.12806578852519657,0.09184450570208735,-0.21991029422728392,-0.04784598653999768,0.8246959801629806
305,0.0031320229172706604,0.000744383409619298,0.0023876395076513623,0.2325810005761495,-0.3978566152314498,0.6304376158075993,-0.4030964543027933,-0.18435050035559009,-0.2187459539472032,0.003453000962007316,-0.9370652753355788
306,0.06782303201034665,-0.0011516856029629707,0.06897471761330962,0.5091306206335284,-0.016810651960864398,0.5259412725943928,0.8916496251302011,-0.028133556480600674,0.9197831816108017,-0.09212112753856466,-0.641634011707892
307,-0.008188203535974076,0.006966292485594772,-0.015154496021568847,-0.695662413061485,0.12220645712977518,-0.8178688701912602,-0.15530588343126261,0.15889754296687197,-0.3142034263981346,0.018487258637096923,1.3314716631875465
308,0.042485956195741886,0.003974718973040581,0.038511237222701306,-0.06461993845811165,0.21753073189972216,-0.2821506703578338,0.6936017509897896,0.18148411588293012,0.5121176351068595,-0.05205809990988996,0.17582906963276893
309,0.028764047008007748,-0.004171347990632068,0.032935394998639816,1.662947816434281,0.16189015401350293,1.501057662420778,0.5805910626920907,0.10205779969128237,0.47853326300080834,-0.043703756844851976,-2.320464279635796
310,0.019339888356626006,0.005294945649802707,0.014044942706823299,-0.9721035923328571,0.2416485939772075,-1.2137521863100647,0.11440814603196081,0.08831033857553727,0.02609780745642354,-0.021904631504198316,1.2840634453351008
311,0.04071629084646705,0.006278090551495585,0.034438200294971466,-0.17237774264940242,0.47083703501508367,-0.6432147776644861,0.21073847639782173,0.39820041277156104,-0.1874619363737393,-0.052595229574092975,0.5107008905400748
312,0.008132022805511924,-0.00046348385512828827,0.008595506660640212,0.5775336300687295,0.06223800813570879,0.5152956219330207,0.4792331401111962,0.01348826924306401,0.4657448708681322,-0.012763771196690943,-0.8066867354232804
