rep,benefit_q2,benefit_q4,benefit_q6,benefit_q8,benefit_low,benefit_high,benefit_attenuation,posthoc_low_minus_q6
50,-0.0033854166666665,0.00015625,-0.00084375,0.0,-0.0016145833333332498,-0.000421875,-0.00119270833333325,-0.0007708333333332498
51,0.0072604166666667,-0.0031249999999998,0.0001875,0.0,0.00206770833333345,9.375e-05,0.00197395833333345,0.00188020833333345
52,0.0014895833333333,0.0028125,0.0016145833333333,0.0,0.00215104166666665,0.00080729166666665,0.0013437500000000001,0.0005364583333333501
53,0.0052708333333332,-0.0014583333333332,0.0005833333333333,0.0,0.0019062500000000002,0.00029166666666665,0.0016145833333333502,0.0013229166666667
54,-0.0008645833333332,0.0007916666666666,4.166666666671759e-05,0.0,-3.645833333329999e-05,2.0833333333358794e-05,-5.7291666666658785e-05,-7.812500000001758e-05
55,0.0054479166666666,0.0017395833333332,0.0007083333333333,0.0,0.0035937499999999,0.00035416666666665,0.0032395833333332498,0.0028854166666666
56,0.0068958333333333,0.0036145833333333,0.0002291666666666,0.0,0.0052552083333333,0.0001145833333333,0.005140625,0.0050260416666667
57,0.0009895833333332,0.0003229166666667,0.0011875,0.0,0.0006562499999999501,0.00059375,6.249999999995007e-05,-0.0005312500000000499
58,0.0001145833333333,0.0045312499999999,0.0008020833333333,0.0,0.0023229166666666,0.00040104166666665,0.0019218749999999499,0.0015208333333332998
59,0.007375,-0.0026354166666667,0.0003437499999999,0.0,0.00236979166666665,0.00017187499999995,0.0021979166666667,0.0020260416666667497
60,-0.0005937499999999,0.0013020833333334,0.0007916666666666,0.0,0.00035416666666675,0.0003958333333333,-4.166666666654997e-05,-0.00043749999999984996
61,0.0025312499999999,0.0004479166666667,0.0010312499999999,0.0,0.0014895833333333,0.00051562499999995,0.00097395833333335,0.00045833333333339995
62,0.0018854166666668,0.0005,0.0009270833333333,0.0,0.0011927083333334002,0.00046354166666665,0.0007291666666667502,0.0002656250000001002
63,-0.0030729166666665,-0.0025104166666666,-0.0005520833333333,0.0,-0.00279166666666655,-0.00027604166666665,-0.0025156249999999,-0.00223958333333325
64,-0.0046250000000001,0.0013958333333334,0.0023229166666667,0.0,-0.0016145833333333502,0.00116145833333335,-0.0027760416666667,-0.00393750000000005
65,0.0004374999999999,0.0002916666666666,-0.0001666666666667,0.0,0.00036458333333325003,-8.333333333335e-05,0.00044791666666660004,0.0005312499999999501
66,0.0055416666666667,-0.00075,-0.0001979166666666,0.0,0.00239583333333335,-9.89583333333e-05,0.00249479166666665,0.0025937499999999503
67,-0.0018124999999999,-0.00325,0.0020520833333333,0.0,-0.0025312499999999498,0.00102604166666665,-0.0035572916666665997,-0.00458333333333325
68,0.0010208333333333,0.0016458333333334,1.0416666666623886e-05,0.0,0.00133333333333335,5.208333333311943e-06,0.001328125000000038,0.001322916666666726
69,0.0048749999999999,0.0061979166666665,-0.0012395833333332,0.0,0.005536458333333201,-0.0006197916666666,0.006156249999999801,0.006776041666666401
70,0.0011041666666666,0.0026562499999999,0.0024479166666667,0.0,0.0018802083333332499,0.00122395833333335,0.0006562499999998998,-0.0005677083333334504
71,0.0017604166666667,0.00228125,0.0002083333333333,0.0,0.00202083333333335,0.00010416666666665,0.0019166666666667002,0.0018125000000000502
72,3.125000000003819e-05,-0.0002187499999999,4.1666666666606567e-05,0.0,-9.37499999999309e-05,2.0833333333303283e-05,-0.00011458333333323418,-0.00013541666666653748
73,0.0032395833333332,0.0007083333333333,-0.0001770833333333,0.0,0.00197395833333325,-8.854166666665e-05,0.0020624999999999,0.00215104166666655
74,0.0044687499999999,0.0042291666666666,0.0018333333333334,0.0,0.00434895833333325,0.0009166666666667,0.0034322916666665497,0.0025156249999998496
75,-8.333333333332416e-05,-0.0016770833333332,0.0011041666666666,0.0,-0.0008802083333332621,0.0005520833333333,-0.001432291666666562,-0.001984374999999862
76,0.0048645833333333,2.0833333333303283e-05,-0.0001458333333332,0.0,0.0024427083333333015,-7.29166666666e-05,0.0025156249999999016,0.0025885416666665017
77,0.003,0.0045208333333332,-0.0025937499999998,0.0,0.0037604166666666,-0.0012968749999999,0.0050572916666665,0.0063541666666664005
78,0.0009895833333333,-0.0016770833333333,-0.0011562499999999,0.0,-0.00034375,-0.00057812499999995,0.00023437499999995,0.0008124999999999
79,0.0026354166666666,0.0003958333333333,0.0005833333333332,0.0,0.0015156249999999502,0.0002916666666666,0.00122395833333335,0.0009322916666667501
